Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
19960307,clobetasol,"clobetasol 0,05 g",ml,Loción,Betazol,Mega Labs,"Betazol (Mega Labs) - frasco 60 ml - Cada 100 ml contiene: clobetasol 0,05 g",Institucional,"28,121.75",Bajo,1
19960390,esomeprazol,esomeprazol 40 mg,mg,Tableta o cápsula,Esomeprazol,Winthrop,Esomeprazol (Winthrop) - Cada tableta contiene: esomeprazol 40 mg,Institucional,124.33,Bajo,1
19960392,acetilcisteina,acetilcisteina 100 mg,ml,Polvo para reconstituir a Solución o suspensión oral,Zifluvis,Bioquifar,Zifluvis (Bioquifar) - frasco 150 ml - Cada 5 ml contiene: acetilcisteina 100 mg,Institucional,"3,875.00",Medio,2
19960407,esomeprazol,esomeprazol 20 mg,mg,Tableta o cápsula,Esomeprazol,Winthrop,Esomeprazol (Winthrop) - Cada tableta contiene: esomeprazol 20 mg,Institucional,89.67,Bajo,1
19960639,enoxaparina,enoxaparina 20 mg,ml,Solución o suspensión inyectable,Enoxpar,Chalver,"Enoxpar (Chalver) - jeringa prellenada 0,2 ml - Cada 2 ml contiene: enoxaparina 20 mg",Institucional,"8,556.11",Bajo,1
19960640,enoxaparina,enoxaparina 40 mg,ml,Solución o suspensión inyectable,Enoxpar,Chalver,"Enoxpar (Chalver) - jeringa prellenada 0,4 ml - Cada 0,4 ml contiene: enoxaparina 40 mg",Institucional,"15,633.33",Medio,2
19960641,enoxaparina,enoxaparina 60 mg,ml,Solución o suspensión inyectable,Enoxpar,Chalver,"Enoxpar (Chalver) - jeringa prellenada 0,6 ml - Cada 0,6 ml contiene: enoxaparina 60 mg",Institucional,"20,143.89",Bajo,1
19960642,enoxaparina,enoxaparina 80 mg,ml,Solución o suspensión inyectable,Enoxpar,Chalver,"Enoxpar (Chalver) - jeringa prellenada 0,8 ml - Cada 0,8 ml contiene: enoxaparina 80 mg",Institucional,"25,500.00",Bajo,1
19960669,trazodona,trazodona 50 mg,mg,Tableta o cápsula,Trazodona,Tecnoquimicas,Trazodona (Tecnoquimicas) - Cada tableta contiene: trazodona 50 mg,Institucional,342.42,Medio,2
19960787,quetiapina,quetiapina 300 mg,mg,Tableta o cápsula,Seroquel,Astrazeneca,Seroquel (Astrazeneca) - Cada tableta contiene: quetiapina 300 mg,Institucional,"5,169.00",Alto,3
19960905,retinol ( vit a),retinol ( vit a) 50000 ui,ui,Tableta o cápsula,Vitamina A,Ci Farmacapsulas,Vitamina A (Ci Farmacapsulas) - Cada capsula contiene: retinol ( vit a) 50000 ui,Institucional,53.33,Medio,2
19960909,bario sulfato,"bario sulfato 96,4788 g",g,Polvos o granulados,Acbpolibar,Ez Em,"Acbpolibar (Ez Em) - bolsa 397 g - Cada 100 g contiene: bario sulfato 96,4788 g",Institucional,"91,862.50",Medio,2
19960957,tizanidina,tizanidina 4 mg,mg,Tableta o cápsula,Miorelax,Bioquifar,Miorelax (Bioquifar) - Cada tableta contiene: tizanidina 4 mg,Institucional,877.33,Medio,2
19960965,yodopovidona,yodopovidona 10 g,ml,Solución o suspensión tópica,Iopovisol,Proasepsis,Iopovisol (Proasepsis) - frasco 30 ml - Cada 100 ml contiene: yodopovidona 10 g,Institucional,"14,279.17",Alto,3
19960975,naloxona,"naloxona 0,4 mg",ml,Solución o suspensión inyectable,Naloxona,Feparvi,"Naloxona (Feparvi) - ampolla 1 ml - Cada 1 ml contiene: naloxona 0,4 mg",Institucional,"2,240.00",Bajo,1
19961044,irbesartan,irbesartan 300 mg,mg,Tableta o cápsula,Irbesartan Sandoz,Sandoz,Irbesartan Sandoz (Sandoz) - Cada tableta contiene: irbesartan 300 mg,Institucional,459.72,Medio,2
19961228,erlotinib,erlotinib 150 mg,mg,Tableta o cápsula,Tarceva,Roche,Tarceva (Roche) - Cada tableta contiene: erlotinib 150 mg,Institucional,"193,673.00",Alto,3
19961229,erlotinib,erlotinib 100 mg,mg,Tableta o cápsula,Tarceva,Roche,Tarceva (Roche) - Cada tableta contiene: erlotinib 100 mg,Institucional,"129,115.00",Medio,2
19961306,betahistina,betahistina 16 mg,mg,Tableta o cápsula,Verum,Grunenthal,Verum (Grunenthal) - Cada tableta contiene: betahistina 16 mg,Institucional,"1,033.75",Alto,3
19961319,dacarbazina,dacarbazina 200 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Dacarbazina,Blau,Dacarbazina (Blau) - Cada vial contiene: dacarbazina 200 mg,Institucional,"25,242.00",Alto,3
19961342,aciclovir,aciclovir 200 mg,mg,Tableta o cápsula,Aciclovir,Laproff,Aciclovir (Laproff) - Cada tableta contiene: aciclovir 200 mg,Institucional,105.42,Bajo,1
19961347,terbinafina,terbinafina 250 mg,mg,Tableta o cápsula,Terbinafina,Genfar,Terbinafina (Genfar) - Cada tableta contiene: terbinafina 250 mg,Institucional,440.00,Bajo,1
19961361,hioscina n-butilbromuro,n- butil bromuro de hioscina 10 mg,mg,Tableta o cápsula,Hioscina N-Butilbromuro,Memphis,Hioscina N-Butilbromuro (Memphis) - Cada tableta contiene: n- butil bromuro de hioscina 10 mg,Institucional,389.40,Medio,2
19961362,pirantel,pirantel 5 g,ml,Solución o suspensión oral,Pamoato De Pirantel,Memphis,Pamoato De Pirantel (Memphis) - frasco 15 ml - Cada 100 ml contiene: pirantel 5 g,Institucional,"1,925.00",Bajo,1
19961372,prazosin,prazosin 1 mg,mg,Tableta o cápsula,Praten,Labinco,Praten (Labinco) - Cada tableta contiene: prazosin 1 mg,Institucional,48.25,Alto,3
19961388,meropenem,meropenem 1 g,g,Polvo para reconstituir a Solución o suspensión inyectable,Meropenem,Farmalogica,Meropenem (Farmalogica) - Cada vial contiene: meropenem 1 g,Institucional,"12,640.00",Medio,2
19961415,metoprolol,metoprolol 50 mg,mg,Tableta o cápsula,Metoprolol,Memphis,Metoprolol (Memphis) - Cada tableta contiene: metoprolol 50 mg,Institucional,177.33,Alto,3
19961419,candesartan,candesartan 32 mg,mg,Tableta o cápsula,Atacand,Astrazeneca,Atacand (Astrazeneca) - Cada tableta contiene: candesartan 32 mg,Institucional,"1,818.33",Medio,2
19961424,tramadol,tramadol 50 mg,mg,Tableta o cápsula de liberación modificada,Tramal,Grunenthal,Tramal (Grunenthal) - Cada tableta contiene: tramadol 50 mg,Institucional,"4,208.50",Medio,2
19961513,fenticonazol nitrato,fenticonazol 2 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Lomexin,Recordati Ireland,Lomexin (Recordati Ireland) - tubo 40 g - Cada 100 g contiene: fenticonazol 2 g,Institucional,"26,690.91",Medio,2
19961607,oxcarbazepina,oxcarbazepina 300 mg,mg,Tableta o cápsula,Oxcarbazepina,Tecnoquimicas,Oxcarbazepina (Tecnoquimicas) - Cada tableta contiene: oxcarbazepina 300 mg,Institucional,480.64,Bajo,1
19961654,secnidazol,secnidazol 500 mg,ml,Polvo para reconstituir a Solución o suspensión oral,Seamib,Bioquifar,Seamib (Bioquifar) - frasco 15 ml - Cada 15 ml contiene: secnidazol 500 mg,Institucional,"1,628.80",Medio,2
19961660,tacrolimus,"tacrolimus 0,0307 g",g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Cromus,Procaps,"Cromus (Procaps) - tubo 15 g - Cada 100 g contiene: tacrolimus 0,0307 g",Institucional,"26,480.00",Medio,2
19961661,tacrolimus,"tacrolimus 0,1 g",g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Cromus,Procaps,"Cromus (Procaps) - tubo 15 g - Cada 100 g contiene: tacrolimus 0,1 g",Institucional,"36,195.00",Medio,2
19961663,cefazolina,cefazolina 1000 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Cefazolina,Aurobindo,Cefazolina (Aurobindo) - Cada vial contiene: cefazolina 1000 mg,Institucional,"2,500.00",Medio,2
19961676,acetazolamida,acetazolamida 250 mg,mg,Tableta o cápsula,Glaucomed,Mega Labs,Glaucomed (Mega Labs) - Cada tableta contiene: acetazolamida 250 mg,Institucional,"1,370.00",Alto,3
19961688,fitomenadiona,fitomenadiona 10 mg,ml,Solución o suspensión inyectable,Fitomenadiona,Biosano,Fitomenadiona (Biosano) - ampolla 1 ml - Cada 1 ml contiene: fitomenadiona 10 mg,Institucional,280.00,Medio,2
19961723,nistatina y dexametasona,"nistatina 100000 ui + dexametasona 0,25 mg",ui,Óvulo,Decadron,Tecnofar,"Decadron (Tecnofar) - Cada ovulo contiene: nistatina 100000 ui + dexametasona 0,25 mg",Institucional,"1,403.58",Medio,2
19961931,laronidasa,"laronidasa 2,9 mg",ml,Solución o suspensión inyectable,Aldurazyme,Genzyme,"Aldurazyme (Genzyme) - ampolla 5 ml - Cada 5 ml contiene: laronidasa 2,9 mg",Institucional,"1,400,828.45",Medio,2
19961973,bario sulfato con agentes suspendidos,"bario sulfato 96,3096 g",g,Polvo para reconstituir a Solución o suspensión oral,E-Z Paque,Ez Em,"E-Z Paque (Ez Em) - frasco 176 g - Cada 100 g contiene: bario sulfato 96,3096 g",Institucional,"39,683.33",Medio,2
19961974,bario sulfato con agentes suspendidos,"bario sulfato 98 g + bario sulfato 9,8258 g",g,Polvo para reconstituir a Solución o suspensión oral,E-Z Hd,Ez Em,"E-Z Hd (Ez Em) - frasco 340 g - Cada 100 g contiene: bario sulfato 98 g + bario sulfato 9,8258 g",Institucional,"47,883.33",Medio,2
19961994,claritromicina,claritromicina 500 mg,mg,Tableta o cápsula,Klaricid,Lafrancol,Klaricid (Lafrancol) - Cada tableta contiene: claritromicina 500 mg,Institucional,"4,500.00",Alto,3
19962040,acido ibandronico,acido ibandronico 150 mg,mg,Tableta o cápsula,Bonviva,Atnahs,Bonviva (Atnahs) - Cada tableta contiene: acido ibandronico 150 mg,Institucional,"76,711.83",Alto,3
19962049,emulsiones lipidas,emulsion lipidica 100 g + emulsion lipidica 80 g + emulsion lipidica 20 g,ml,Emulsión inyectable,Lipoplus 20%,Braun Melsungen,Lipoplus 20% (Braun Melsungen) - frasco 250 ml - Cada 100 ml contiene: emulsion lipidica 100 g + emulsion lipidica 80 g + emulsion lipidica 20 g,Institucional,"690,481.82",Medio,2
19962057,tiamina (vit b1),tiamina (vit b1) 300 mg,mg,Tableta o cápsula,Tiamina,Memphis,Tiamina (Memphis) - Cada tableta contiene: tiamina (vit b1) 300 mg,Institucional,109.44,Bajo,1
19962088,troxerutina y pycnogenol,"troxerutina 0,4 g + pycnogenol 0,02 g",g,Polvo para reconstituir a Solución o suspensión oral,Lacoryl T,Synthesis,"Lacoryl T (Synthesis) - sobre 4 g - Cada 4 g contiene: troxerutina 0,4 g + pycnogenol 0,02 g",Institucional,"3,642.33",Medio,2
19962088,troxerutina y pycnogenol,"troxerutina 0,4 g + pycnogenol 0,02 g",g,Polvo para reconstituir a Solución o suspensión oral,Lacoryl T,Synthesis,"Lacoryl T (Synthesis) - sobre 4 g - Cada 4 g contiene: troxerutina 0,4 g + pycnogenol 0,02 g",Institucional,"3,642.33",Medio,2
19962121,hioscina n-butilbromuro y acetaminofen,n- butil bromuro de hioscina 10 mg + acetaminofen 325 mg,mg,Tableta o cápsula,Viceralgina,Bioquifar,Viceralgina (Bioquifar) - Cada tableta contiene: n- butil bromuro de hioscina 10 mg + acetaminofen 325 mg,Institucional,418.25,Bajo,1
19962154,diosmina,diosmina 450 mg + diosmina 50 mg,mg,Tableta o cápsula,Diosmina,Tecnoquimicas,Diosmina (Tecnoquimicas) - Cada tableta contiene: diosmina 450 mg + diosmina 50 mg,Institucional,380.00,Medio,2
19962369,sulfadiazina de plata,sulfadiazina de plata 1 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Dermiquem,Labquifar,Dermiquem (Labquifar) - frasco 30 g - Cada 100 g contiene: sulfadiazina de plata 1 g,Institucional,"2,414.33",Bajo,1
19962495,meloxicam,"meloxicam 7,5 mg",mg,Tableta o cápsula,Meloxicam,American Generics,"Meloxicam (American Generics) - Cada tableta contiene: meloxicam 7,5 mg",Institucional,434.00,Medio,2
19962531,acetaminofen,acetaminofen 325 mg + oxicodona-naloxona 5 mg,mg,Tableta o cápsula,Senidol,Legrand,Senidol (Legrand) - Cada tableta contiene: acetaminofen 325 mg + oxicodona-naloxona 5 mg,Institucional,"1,626.91",Medio,2
19962547,difenhidramina,difenhidramina 10 mg,ml,Solución o suspensión inyectable,Difenhidramina,Licol,Difenhidramina (Licol) - ampolla 5 ml - Cada 1 ml contiene: difenhidramina 10 mg,Institucional,"12,248.50",Medio,2
19962588,metocarbamol,metocarbamol 750 mg,mg,Tableta o cápsula,Metocarbamol,Tecnoquimicas,Metocarbamol (Tecnoquimicas) - Cada tableta contiene: metocarbamol 750 mg,Institucional,434.33,Alto,3
19962596,efavirenz,efavirenz 600 mg,mg,Tableta o cápsula,Efavirenz,Aurobindo,Efavirenz (Aurobindo) - Cada tableta contiene: efavirenz 600 mg,Institucional,496.42,Bajo,1
19962685,clotrimazol,clotrimazol 100 mg,mg,Tableta o cápsula vaginal,Clotrimazol,Pentacoop,Clotrimazol (Pentacoop) - Cada tableta vaginal contiene: clotrimazol 100 mg,Institucional,39.50,Bajo,1
19962724,carbon medicinal,carbon medicinal 20 g,ml,Solución o suspensión oral,Toxicarb,Serb,Toxicarb (Serb) - frasco 205 ml - Cada 100 ml contiene: carbon medicinal 20 g,Institucional,"87,000.00",Medio,2
19962743,orlistat,orlistat 120 mg,mg,Tableta o cápsula,Disgrasil,Lafrancol,Disgrasil (Lafrancol) - Cada capsula contiene: orlistat 120 mg,Institucional,"1,020.45",Medio,2
19962766,benzidamina,"benzidamina 0,3 g",ml,Solución o suspensión bucal,Benzirin,Tecnoquimicas,"Benzirin (Tecnoquimicas) - frasco 120 ml - Cada 100 ml contiene: benzidamina 0,3 g",Institucional,"13,747.92",Medio,2
19962798,terbinafina,terbinafina 1 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Terbinafina,Genfar,Terbinafina (Genfar) - tubo 20 g - Cada 100 g contiene: terbinafina 1 g,Institucional,"12,197.42",Medio,2
19962938,ketoprofeno,ketoprofeno 75 mg + ketoprofeno 75 mg,mg,Tableta o cápsula de liberación modificada,Bi-Profenid,Sanofi Aventis,Bi-Profenid (Sanofi Aventis) - Cada tableta contiene: ketoprofeno 75 mg + ketoprofeno 75 mg,Institucional,"10,047.75",Medio,2
19962943,atorvastatin,atorvastatina 40 mg,mg,Tableta o cápsula,Atorvastatina,Winthrop,Atorvastatina (Winthrop) - Cada tableta contiene: atorvastatina 40 mg,Institucional,111.75,Bajo,1
19962961,eritromicina,eritromicina 4 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Iloticina,Tecnofar,Iloticina (Tecnofar) - tubo 30 g - Cada 100 g contiene: eritromicina 4 g,Institucional,"18,660.75",Bajo,1
19963012,acido alendronico,acido alendronico   70 mg,mg,Tableta o cápsula,Alendronato,American Generics,Alendronato (American Generics) - Cada tableta contiene: acido alendronico   70 mg,Institucional,"2,275.00",Medio,2
19963072,escitalopram,escitalopram 10 mg,mg,Tableta o cápsula,Dexapron,Tecnoquimicas,Dexapron (Tecnoquimicas) - Cada tableta contiene: escitalopram 10 mg,Institucional,582.80,Medio,2
19963165,espironolactona,espironolactona 100 mg,mg,Tableta o cápsula,Espirolan,Labinco,Espirolan (Labinco) - Cada tableta contiene: espironolactona 100 mg,Institucional,334.50,Medio,2
19963166,espironolactona,espironolactona 25 mg,mg,Tableta o cápsula,Espirolan,Labinco,Espirolan (Labinco) - Cada tableta contiene: espironolactona 25 mg,Institucional,137.89,Medio,2
19963225,fenticonazol,fenticonazol 600 mg,mg,Óvulo,Lomexin,Recordati Ireland,Lomexin (Recordati Ireland) - Cada ovulo contiene: fenticonazol 600 mg,Institucional,"15,935.00",Medio,2
19963295,glucosamina sulfato. condroitina sulfato y metilsulfonilmetano,condroitina sulfato 1200 mg + metilsulfonilmetano 2400 mg + glucosamina sulfato 1500 mg,g,Polvo para reconstituir a Solución o suspensión oral,Flexure Msm,Procaps,Flexure Msm (Procaps) - Cada sobre contiene: condroitina sulfato 1200 mg + metilsulfonilmetano 2400 mg + glucosamina sulfato 1500 mg,Institucional,"2,673.64",Medio,2
19963298,leflunomide,leflunomide 20 mg,mg,Tableta o cápsula,Inflaxen,Procaps,Inflaxen (Procaps) - Cada capsula contiene: leflunomide 20 mg,Institucional,664.80,Medio,2
19963299,leflunomide,leflunomide 100 mg,mg,Tableta o cápsula,Inflaxen,Procaps,Inflaxen (Procaps) - Cada capsula contiene: leflunomide 100 mg,Institucional,"10,099.09",Medio,2
19963349,zolpidem,zolpidem 10 mg,mg,Tableta o cápsula,Zolpidem,Genfar,Zolpidem (Genfar) - Cada tableta contiene: zolpidem 10 mg,Institucional,104.42,Bajo,1
19963351,acetato de aluminio,"acetato de aluminio 0,059 g",ml,Loción,Acetato De Aluminio,Licol,"Acetato De Aluminio (Licol) - frasco 120 ml - Cada 100 ml contiene: acetato de aluminio 0,059 g",Institucional,"2,909.27",Medio,2
19963352,atorvastatin,atorvastatina 20 mg,mg,Tableta o cápsula,Atorvastatina,Ecar,Atorvastatina (Ecar) - Cada tableta contiene: atorvastatina 20 mg,Institucional,180.05,Medio,2
19963372,gatifloxacina,gatifloxacina 3 mg,ml,Solución o suspensión oftálmica,Poengatif,Mega Labs,Poengatif (Mega Labs) - frasco 5 ml - Cada 1 ml contiene: gatifloxacina 3 mg,Institucional,"35,077.73",Medio,2
19963423,hioscina n-butilbromuro e ibuprofeno,n- butil bromuro de hioscina 20 mg + ibuprofeno 400 mg,mg,Tableta o cápsula,Buscapina Fem,Sanofi Aventis,Buscapina Fem (Sanofi Aventis) - Cada tableta contiene: n- butil bromuro de hioscina 20 mg + ibuprofeno 400 mg,Institucional,"1,316.69",Bajo,1
19963482,oximetazolina,"oximetazolina 0,5 mg",ml,Solución o suspensión para inhalación,Wasserfrin,Tecnofarma,"Wasserfrin (Tecnofarma) - frasco 15 ml - Cada 1 ml contiene: oximetazolina 0,5 mg",Institucional,"2,288.00",Medio,2
19963514,sertralina,sertralina 50 mg,mg,Tableta o cápsula,Sertralina,Colmed,Sertralina (Colmed) - Cada tableta contiene: sertralina 50 mg,Institucional,333.64,Medio,2
19963516,sertralina,sertralina 100 mg,mg,Tableta o cápsula,Sertralina,Colmed,Sertralina (Colmed) - Cada tableta contiene: sertralina 100 mg,Institucional,819.64,Medio,2
19963530,meclozina,meclozina 25 mg,mg,Tableta o cápsula,Vertinon,Anzg,Vertinon (Anzg) - Cada tableta contiene: meclozina 25 mg,Institucional,"1,697.00",Medio,2
19963586,pantoprazol,pantoprazol 40 mg,mg,Tableta o cápsula,Segregam,Monte Verde,Segregam (Monte Verde) - Cada tableta contiene: pantoprazol 40 mg,Institucional,"5,341.00",Alto,3
19963653,cefepima,cefepima 1 g,g,Polvo para reconstituir a Solución o suspensión inyectable,Cefepime,Farmalogica,Cefepime (Farmalogica) - Cada vial contiene: cefepima 1 g,Institucional,"3,866.67",Bajo,1
19963734,montelukast,montelukast 4 mg,mg,Tableta o cápsula,Xalar,Procaps,Xalar (Procaps) - Cada tableta contiene: montelukast 4 mg,Institucional,400.00,Medio,2
19963969,sulfato ferroso,sulfato ferroso 25 mg,ml,Solución o suspensión oral,Ferroproff,Laproff,Ferroproff (Laproff) - frasco 20 ml - Cada 1 ml contiene: sulfato ferroso 25 mg,Institucional,"1,386.00",Medio,2
19963970,sulfato ferroso,sulfato ferroso 4 g,ml,Jarabe,Sulfato Ferroso,Laproff,Sulfato Ferroso (Laproff) - frasco 120 ml - Cada 100 ml contiene: sulfato ferroso 4 g,Institucional,"3,200.00",Medio,2
19964018,fluorouracilo,fluorouracilo 5 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,5-Fluorouracil,Quifarma,5-Fluorouracil (Quifarma) - tubo 30 g - Cada 100 g contiene: fluorouracilo 5 g,Institucional,"75,043.33",Alto,3
19964024,midazolam,midazolam 5 mg,ml,Solución o suspensión inyectable,Midazolam,Sanderson,Midazolam (Sanderson) - ampolla 5 ml - Cada 5 ml contiene: midazolam 5 mg,Institucional,73.52,Medio,2
19964038,desloratadina,desloratadina 5 mg,mg,Tableta o cápsula,Desloratadina,La Sante,Desloratadina (La Sante) - Cada tableta contiene: desloratadina 5 mg,Institucional,193.25,Bajo,1
19964131,clindamicina,clindamicina 1 g,ml,Solución o suspensión tópica,Clindamicina,Winthrop,Clindamicina (Winthrop) - frasco 30 ml - Cada 100 ml contiene: clindamicina 1 g,Institucional,"5,471.73",Medio,2
19964164,entecavir,entecavir 1 mg,mg,Tableta o cápsula,Baraclude,Bristol Myers Squibb,Baraclude (Bristol Myers Squibb) - Cada tableta contiene: entecavir 1 mg,Institucional,"40,793.00",Alto,3
19964165,doxiciclina,doxiciclina 100 mg,mg,Tableta o cápsula,Doxiciclina,Memphis,Doxiciclina (Memphis) - Cada capsula contiene: doxiciclina 100 mg,Institucional,505.65,Alto,3
19964172,cetirizina,cetirizina 10 mg,ml,Solución o suspensión oral,Cetirizina,Sanofi Aventis,Cetirizina (Sanofi Aventis) - frasco 15 ml - Cada 1 ml contiene: cetirizina 10 mg,Institucional,"3,804.00",Bajo,1
19964203,nevirapina,nevirapina 200 mg,mg,Tableta o cápsula,Nevirapina,Aurobindo,Nevirapina (Aurobindo) - Cada tableta contiene: nevirapina 200 mg,Institucional,390.14,Alto,3
19964241,entecavir,"entecavir 0,5 mg",mg,Tableta o cápsula,Baraclude,Bristol Myers Squibb,"Baraclude (Bristol Myers Squibb) - Cada tableta contiene: entecavir 0,5 mg",Institucional,"20,396.50",Alto,3
19964318,atorvastatin,atorvastatina 40 mg,mg,Tableta o cápsula,Atovarol Cbg,Procaps,Atovarol Cbg (Procaps) - Cada capsula contiene: atorvastatina 40 mg,Institucional,"2,732.81",Alto,3
19964384,acido alendronico,acido alendronico   70 mg,mg,Tableta o cápsula,Alendronato,Pauly,Alendronato (Pauly) - Cada tableta contiene: acido alendronico   70 mg,Institucional,"5,600.00",Alto,3
19964402,acido ibandronico,acido ibandronico 150 mg,mg,Tableta o cápsula,Bonese,Procaps,Bonese (Procaps) - Cada capsula contiene: acido ibandronico 150 mg,Institucional,"10,588.33",Medio,2
19964450,isoflavona de soya,isoflavona de soya 250 mg,mg,Tableta o cápsula,Simpause,Chalver,Simpause (Chalver) - Cada capsula contiene: isoflavona de soya 250 mg,Institucional,"2,500.00",Medio,2
19964508,isoflavona de soya,isoflavona de soya 40 mg,mg,Tableta o cápsula,Trifoliom,Synthesis,Trifoliom (Synthesis) - Cada capsula contiene: isoflavona de soya 40 mg,Institucional,897.00,Medio,2
19964559,secnidazol,secnidazol 500 mg,mg,Tableta o cápsula,Secnidazol,Pentacoop,Secnidazol (Pentacoop) - Cada tableta contiene: secnidazol 500 mg,Institucional,375.25,Bajo,1
19964561,glucosamina,glucosamina sulfato 1500 mg,g,Polvo para reconstituir a Solución o suspensión oral,Glucosamina Sulfato,La Sante,Glucosamina Sulfato (La Sante) - Cada sobre contiene: glucosamina sulfato 1500 mg,Institucional,357.29,Medio,2
19964562,clindamicina,clindamicina 600 mg,ml,Solución o suspensión inyectable,Clindamicina,Blaskov,Clindamicina (Blaskov) - ampolla 4 ml - Cada 4 ml contiene: clindamicina 600 mg,Institucional,"1,608.33",Medio,2
19964592,epinastina,"epinastina 0,5 mg + epinastina 0,5 mg",ml,Solución o suspensión oftálmica,Relestat,Allergan,"Relestat (Allergan) - frasco 5 ml - Cada 1 ml contiene: epinastina 0,5 mg + epinastina 0,5 mg",Institucional,"59,478.08",Medio,2
19964632,quetiapina,quetiapina 25 mg,mg,Tableta o cápsula,Tiamax,Mega Labs,Tiamax (Mega Labs) - Cada tableta contiene: quetiapina 25 mg,Institucional,131.99,Bajo,1
19964686,levocetirizina,levocetirizina 5 mg,ml,Solución o suspensión oral,Lezat,Siegfried,Lezat (Siegfried) - frasco 20 ml - Cada 1 ml contiene: levocetirizina 5 mg,Institucional,"11,098.60",Medio,2
19964688,meloxicam,meloxicam 15 mg,mg,Tableta o cápsula,Meloxicam,Memphis,Meloxicam (Memphis) - Cada tableta contiene: meloxicam 15 mg,Institucional,356.30,Medio,2
19964690,meloxicam,"meloxicam 7,5 mg",mg,Tableta o cápsula,Meloxicam,Memphis,"Meloxicam (Memphis) - Cada tableta contiene: meloxicam 7,5 mg",Institucional,355.20,Medio,2
19964715,buclizina,"buclizina 0,12 g",ml,Jarabe,Dietrex,Nevox,"Dietrex (Nevox) - frasco 120 ml - Cada 100 ml contiene: buclizina 0,12 g",Institucional,"14,500.00",Medio,2
19964716,metronidazol y nifuroxazida,metronidazol base 5 g + nifuroxazida 4 g,ml,Solución o suspensión oral,Diarset Nx-M,Nevox,Diarset Nx-M (Nevox) - frasco 120 ml - Cada 100 ml contiene: metronidazol base 5 g + nifuroxazida 4 g,Institucional,"18,862.00",Medio,2
19964725,hidroclorotiazida y losartan,"hidroclorotiazida 12,5 mg + losartan potasico 100 mg",mg,Tableta o cápsula,Hyzaar,Merck Sharp Dome,"Hyzaar (Merck Sharp Dome) - Cada tableta contiene: hidroclorotiazida 12,5 mg + losartan potasico 100 mg",Institucional,"3,866.00",Medio,2
19965019,terbinafina,terbinafina 250 mg,mg,Tableta o cápsula,Terbinafina,Tecnoquimicas,Terbinafina (Tecnoquimicas) - Cada tableta contiene: terbinafina 250 mg,Institucional,"2,239.14",Medio,2
19965075,meloxicam,meloxicam 15 mg,mg,Tableta o cápsula,Melcox,Siegfried,Melcox (Siegfried) - Cada tableta contiene: meloxicam 15 mg,Institucional,92.12,Bajo,1
19965102,doxiciclina,doxiciclina 100 mg,mg,Tableta o cápsula,Doxiciclina,Pentacoop,Doxiciclina (Pentacoop) - Cada capsula contiene: doxiciclina 100 mg,Institucional,152.22,Medio,2
19965195,valsartan,valsartan 80 mg,mg,Tableta o cápsula,Valsartan,Genfar,Valsartan (Genfar) - Cada tableta contiene: valsartan 80 mg,Institucional,223.73,Bajo,1
19965223,dextrometorfano,"dextrometorfano 0,3 g",ml,Jarabe,Dextrometorfano,Licol,"Dextrometorfano (Licol) - frasco 120 ml - Cada 100 ml contiene: dextrometorfano 0,3 g",Institucional,"6,814.00",Medio,2
19965332,losartan,losartan potasico 50 mg,mg,Tableta o cápsula,Losartan,Memphis,Losartan (Memphis) - Cada tableta contiene: losartan potasico 50 mg,Institucional,147.37,Alto,3
19965499,losartan,losartan potasico 50 mg,mg,Tableta o cápsula,Losartan,Sanofi Aventis,Losartan (Sanofi Aventis) - Cada tableta contiene: losartan potasico 50 mg,Institucional,41.25,Bajo,1
19965516,mometasona,"mometasona 0,1 g",ml,Loción,Dermacortine,Mega Labs,"Dermacortine (Mega Labs) - frasco 30 ml - Cada 100 ml contiene: mometasona 0,1 g",Institucional,"38,848.42",Medio,2
19965549,nitazoxanida,nitazoxanida 500 mg,mg,Tableta o cápsula,Mixel,Siegfried,Mixel (Siegfried) - Cada tableta contiene: nitazoxanida 500 mg,Institucional,"1,024.85",Medio,2
19965663,carboximetilcelulosa sodica,carboximetilcelulosa sodica 5 mg,ml,Solución o suspensión oftálmica,Tearsoft,Procaps,Tearsoft (Procaps) - frasco 15 ml - Cada 1 ml contiene: carboximetilcelulosa sodica 5 mg,Institucional,"5,355.00",Medio,2
19965678,hidroclorotiazida y valsartan,valsartan 160 mg + hidroclorotiazida 25 mg,mg,Tableta o cápsula,Hidroclorotiazida Y Valsartan,Genfar,Hidroclorotiazida Y Valsartan (Genfar) - Cada tableta contiene: valsartan 160 mg + hidroclorotiazida 25 mg,Institucional,820.50,Medio,2
